Organism	Name	Group	Condition	Description
Klebsiella michiganensis M5al	set6IT043	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Klebsiella michiganensis M5al	set6IT009	nitrogen source	L-Glutamine	L-Glutamine (N)
Klebsiella michiganensis M5al	set6IT047	nitrogen source	L-Glutamine	L-Glutamine (N)
Klebsiella michiganensis M5al	set6IT002	nitrogen source	L-Histidine	L-Histidine (N)
Klebsiella michiganensis M5al	set6IT040	nitrogen source	L-Histidine	L-Histidine (N)
Klebsiella michiganensis M5al	set6IT015	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Klebsiella michiganensis M5al	set6IT053	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Klebsiella michiganensis M5al	set6IT016	nitrogen source	L-Leucine	L-Leucine (N)
Klebsiella michiganensis M5al	set6IT054	nitrogen source	L-Leucine	L-Leucine (N)
Klebsiella michiganensis M5al	set6IT003	nitrogen source	L-Lysine	L-Lysine (N)
Klebsiella michiganensis M5al	set6IT041	nitrogen source	L-Lysine	L-Lysine (N)
Klebsiella michiganensis M5al	set6IT017	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Klebsiella michiganensis M5al	set6IT055	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Klebsiella michiganensis M5al	set6IT012	nitrogen source	L-Proline	L-Proline (N)
Klebsiella michiganensis M5al	set6IT050	nitrogen source	L-Proline	L-Proline (N)
Klebsiella michiganensis M5al	set6IT044	nitrogen source	L-Serine	L-Serine (N)
Klebsiella michiganensis M5al	set6IT007	nitrogen source	L-Threonine	L-Threonine (N)
Klebsiella michiganensis M5al	set6IT045	nitrogen source	L-Threonine	L-Threonine (N)
Klebsiella michiganensis M5al	set6IT019	nitrogen source	L-Tryptophan	L-Tryptophan (N)
Klebsiella michiganensis M5al	set6IT057	nitrogen source	L-Tryptophan	L-Tryptophan (N)
Klebsiella michiganensis M5al	set6IT014	nitrogen source	L-Valine	L-Valine (N)
Klebsiella michiganensis M5al	set6IT056	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)
Klebsiella michiganensis M5al	set6IT026	nitrogen source	N-Acetyl-D-Glucosamine	N-Acetyl-D-glucosamine (N)
Klebsiella michiganensis M5al	set6IT027	nitrogen source	Parabanic Acid	Parabanic Acid (N)
Klebsiella michiganensis M5al	set6IT065	nitrogen source	Parabanic Acid	Parabanic Acid (N)
Klebsiella michiganensis M5al	set6IT025	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Klebsiella michiganensis M5al	set6IT063	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Klebsiella michiganensis M5al	set6IT037	nitrogen source	Sodium nitrate	nitrate (N)
Klebsiella michiganensis M5al	set6IT075	nitrogen source	Sodium nitrate	nitrate (N)
Klebsiella michiganensis M5al	set6IT030	nitrogen source	Thymidine	Thymidine (N)
Klebsiella michiganensis M5al	set6IT068	nitrogen source	Thymidine	Thymidine (N)
Klebsiella michiganensis M5al	set6IT071	nitrogen source	Thymine	Thymine (N)
Klebsiella michiganensis M5al	set6IT038	nitrogen source	Urea	Urea (N)
Klebsiella michiganensis M5al	set6IT076	nitrogen source	Urea	Urea (N)
Klebsiella michiganensis M5al	set6IT029	nitrogen source	Uridine	Uridine (N)
Klebsiella michiganensis M5al	set6IT067	nitrogen source	Uridine	Uridine (N)
Klebsiella michiganensis M5al	set6IT024	nitrogen source	casamino acids	Casamino Acids (N)
Marinobacter adhaerens HP15	set8IT039	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Marinobacter adhaerens HP15	set1H28	nitrogen source	D-Alanine	D-Alanine as (N)
Marinobacter adhaerens HP15	set1H47	nitrogen source	D-Alanine	D-Alanine as (N)
Marinobacter adhaerens HP15	set8IT036	nitrogen source	D-Alanine	D-Alanine (N)
Marinobacter adhaerens HP15	set8IT047	nitrogen source	D-Alanine	D-Alanine (N)
Marinobacter adhaerens HP15	set1H32	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride as (N)
Marinobacter adhaerens HP15	set8IT038	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (N)
Marinobacter adhaerens HP15	set8IT044	nitrogen source	Glycine	Glycine (N)
Marinobacter adhaerens HP15	set1H23	nitrogen source	L-Alanine	L-Alanine as (N)
Marinobacter adhaerens HP15	set1H42	nitrogen source	L-Alanine	L-Alanine as (N)
Marinobacter adhaerens HP15	set1H36	nitrogen source	L-Arginine	L-Arginine as (N)
Marinobacter adhaerens HP15	set8IT029	nitrogen source	L-Arginine	L-Arginine (N)
Marinobacter adhaerens HP15	set8IT040	nitrogen source	L-Arginine	L-Arginine (N)
Marinobacter adhaerens HP15	set1H29	nitrogen source	L-Citrulline	L-Citrulline as (N)
Marinobacter adhaerens HP15	set1H18	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic as (N)
Marinobacter adhaerens HP15	set1H37	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic as (N)
Marinobacter adhaerens HP15	set1H20	nitrogen source	L-Glutamine	L-Glutamine as (N)
Marinobacter adhaerens HP15	set1H39	nitrogen source	L-Glutamine	L-Glutamine as (N)
Marinobacter adhaerens HP15	set8IT032	nitrogen source	L-Glutamine	L-Glutamine (N)
Marinobacter adhaerens HP15	set8IT043	nitrogen source	L-Glutamine	L-Glutamine (N)
Marinobacter adhaerens HP15	set1H24	nitrogen source	L-Isoleucine	L-Isoleucine as (N)
Marinobacter adhaerens HP15	set1H43	nitrogen source	L-Isoleucine	L-Isoleucine as (N)
Marinobacter adhaerens HP15	set1H25	nitrogen source	L-Leucine	L-Leucine as (N)
Marinobacter adhaerens HP15	set1H44	nitrogen source	L-Leucine	L-Leucine as (N)
Marinobacter adhaerens HP15	set1H27	nitrogen source	L-Phenylalanine	L-Phenylalanine as (N)
Marinobacter adhaerens HP15	set1H46	nitrogen source	L-Phenylalanine	L-Phenylalanine as (N)
Marinobacter adhaerens HP15	set8IT035	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Marinobacter adhaerens HP15	set8IT046	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Marinobacter adhaerens HP15	set1H22	nitrogen source	L-Proline	L-Proline as (N)
Marinobacter adhaerens HP15	set1H41	nitrogen source	L-Proline	L-Proline as (N)
Marinobacter adhaerens HP15	set8IT034	nitrogen source	L-Proline	L-Proline (N)
Marinobacter adhaerens HP15	set8IT045	nitrogen source	L-Proline	L-Proline (N)
Marinobacter adhaerens HP15	set1H31	nitrogen source	N-Acetyl-D-Glucosamine	NAG as (N)
Marinobacter adhaerens HP15	set1H35	nitrogen source	Urea	Urea as (N)
Marinobacter adhaerens HP15	set2H6	nitrogen source	Urea	Urea as (N)
Marinobacter adhaerens HP15	set1H30	nitrogen source	casamino acids	casaminos as (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT094	nitrogen source	Cytidine	Cytidine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT022	nitrogen source	Cytidine	Cytidine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT021	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT095	nitrogen source	Glucuronamide	Glucuronamide (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT023	nitrogen source	Glucuronamide	Glucuronamide (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT089	nitrogen source	Gly-DL-Asp	Gly-DL-Asp (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT017	nitrogen source	Gly-DL-Asp	Gly-DL-Asp (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT082	nitrogen source	Glycine	Glycine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT010	nitrogen source	Glycine	Glycine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT084	nitrogen source	L-Alanine	L-Alanine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT012	nitrogen source	L-Alanine	L-Alanine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT074	nitrogen source	L-Arginine	L-Arginine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT002	nitrogen source	L-Arginine	L-Arginine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT080	nitrogen source	L-Asparagine	L-Asparagine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT008	nitrogen source	L-Asparagine	L-Asparagine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT077	nitrogen source	L-Aspartic Acid	L-aspartic (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT005	nitrogen source	L-Aspartic Acid	L-aspartic (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT090	nitrogen source	L-Citrulline	L-Citrulline (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT018	nitrogen source	L-Citrulline	L-Citrulline (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT078	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT006	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT081	nitrogen source	L-Glutamine	L-Glutamine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT075	nitrogen source	L-Histidine	L-Histidine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT003	nitrogen source	L-Histidine	L-Histidine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT086	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT014	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT087	nitrogen source	L-Leucine	L-Leucine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT015	nitrogen source	L-Leucine	L-Leucine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT076	nitrogen source	L-Lysine	L-Lysine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT004	nitrogen source	L-Lysine	L-Lysine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT088	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT016	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT083	nitrogen source	L-Proline	L-Proline (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT011	nitrogen source	L-Proline	L-Proline (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT079	nitrogen source	L-Serine	L-Serine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT007	nitrogen source	L-Serine	L-Serine (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT085	nitrogen source	L-Valine	L-Valine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT013	nitrogen source	L-Valine	L-Valine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT020	nitrogen source	N-Acetyl-D-Glucosamine	N-Acetyl-D-glucosamine (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT001	nitrogen source	Sodium nitrate	nitrate (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT025	nitrogen source	Sodium nitrate	nitrate (N)
Pedobacter sp. GW460-11-11-14-LB5	set2IT091	nitrogen source	casamino acids	Casamino Acids (N)
Pedobacter sp. GW460-11-11-14-LB5	set3IT019	nitrogen source	casamino acids	Casamino Acids (N)
Phaeobacter inhibens BS107	set8IT060	nitrogen source	Adenosine	Adenosine (N)
Phaeobacter inhibens BS107	set8IT075	nitrogen source	Adenosine	Adenosine (N)
Phaeobacter inhibens BS107	set8IT063	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Phaeobacter inhibens BS107	set8IT078	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Phaeobacter inhibens BS107	set8IT062	nitrogen source	Cytidine	Cytidine (N)
Phaeobacter inhibens BS107	set8IT077	nitrogen source	Cytidine	Cytidine (N)
Phaeobacter inhibens BS107	set8IT057	nitrogen source	D-Alanine	D-Alanine (N)
Phaeobacter inhibens BS107	set8IT072	nitrogen source	D-Alanine	D-Alanine (N)
Phaeobacter inhibens BS107	set8IT050	nitrogen source	L-Alanine	L-Alanine (N)
Phaeobacter inhibens BS107	set8IT065	nitrogen source	L-Alanine	L-Alanine (N)
Phaeobacter inhibens BS107	set8IT058	nitrogen source	L-Citrulline	L-Citrulline (N)
Phaeobacter inhibens BS107	set8IT073	nitrogen source	L-Citrulline	L-Citrulline (N)
Phaeobacter inhibens BS107	set8IT049	nitrogen source	L-Histidine	L-Histidine (N)
Phaeobacter inhibens BS107	set8IT064	nitrogen source	L-Histidine	L-Histidine (N)
Phaeobacter inhibens BS107	set8IT052	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Phaeobacter inhibens BS107	set8IT067	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Phaeobacter inhibens BS107	set8IT053	nitrogen source	L-Leucine	L-Leucine (N)
Phaeobacter inhibens BS107	set8IT068	nitrogen source	L-Leucine	L-Leucine (N)
Phaeobacter inhibens BS107	set8IT054	nitrogen source	L-Methionine	L-Methionine (N)
Phaeobacter inhibens BS107	set8IT069	nitrogen source	L-Methionine	L-Methionine (N)
Phaeobacter inhibens BS107	set8IT055	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Phaeobacter inhibens BS107	set8IT070	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Phaeobacter inhibens BS107	set8IT056	nitrogen source	L-Tryptophan	L-Tryptophan (N)
Phaeobacter inhibens BS107	set8IT071	nitrogen source	L-Tryptophan	L-Tryptophan (N)
Phaeobacter inhibens BS107	set8IT051	nitrogen source	L-Valine	L-Valine (N)
Phaeobacter inhibens BS107	set8IT066	nitrogen source	L-Valine	L-Valine (N)
Phaeobacter inhibens BS107	set8IT059	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Phaeobacter inhibens BS107	set8IT074	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Phaeobacter inhibens BS107	set8IT061	nitrogen source	Uridine	Uridine (N)
Phaeobacter inhibens BS107	set8IT076	nitrogen source	Uridine	Uridine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT005	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT010	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Pseudomonas fluorescens FW300-N1B4	set4IT095	nitrogen source	Carnitine Hydrochloride	Carnitine Hydrochloride (N)
Pseudomonas fluorescens FW300-N1B4	set5IT007	nitrogen source	Cytidine	Cytidine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT009	nitrogen source	Cytosine	Cytosine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT091	nitrogen source	D-Alanine	D-Alanine (N)
Pseudomonas fluorescens FW300-N1B4	set3IT034	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (N)
Pseudomonas fluorescens FW300-N1B4	set5IT044	nitrogen source	L-Arginine	L-Arginine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT094	nitrogen source	L-Citrulline	L-Citrulline (N)
Pseudomonas fluorescens FW300-N1B4	set5IT047	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Pseudomonas fluorescens FW300-N1B4	set5IT045	nitrogen source	L-Histidine	L-Histidine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT088	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT089	nitrogen source	L-Leucine	L-Leucine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT046	nitrogen source	L-Lysine	L-Lysine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT090	nitrogen source	L-Methionine	L-Methionine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT048	nitrogen source	L-Serine	L-Serine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT087	nitrogen source	L-Valine	L-Valine (N)
Pseudomonas fluorescens FW300-N1B4	set4IT096	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT011	nitrogen source	Sodium nitrate	nitrate (N)
Pseudomonas fluorescens FW300-N1B4	set5IT008	nitrogen source	Thymine	Thymine (N)
Pseudomonas fluorescens FW300-N1B4	set5IT006	nitrogen source	Uridine	Uridine (N)
Pseudomonas fluorescens FW300-N2C3	set6IT051	nitrogen source	Adenine hydrochloride hydrate	Adenine (N)
Pseudomonas fluorescens FW300-N2C3	set6IT050	nitrogen source	Adenosine	Adenosine (N)
Pseudomonas fluorescens FW300-N2C3	set6IT056	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Pseudomonas fluorescens FW300-N2C3	set5IT092	nitrogen source	Carnitine Hydrochloride	Carnitine Hydrochloride (N)
Pseudomonas fluorescens FW300-N2C3	set6IT055	nitrogen source	Cytosine	Cytosine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT089	nitrogen source	D-Alanine	D-Alanine (N)
Pseudomonas fluorescens FW300-N2C3	set6IT049	nitrogen source	D-Glucosamine Hydrochloride	D-Glucosamine Hydrochloride (N)
Pseudomonas fluorescens FW300-N2C3	set5IT088	nitrogen source	D-Serine	D-Serine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT091	nitrogen source	Gly-Glu	Gly-Glu (N)
Pseudomonas fluorescens FW300-N2C3	set6IT053	nitrogen source	Inosine	Inosine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT084	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT085	nitrogen source	L-Leucine	L-Leucine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT086	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT087	nitrogen source	L-tyrosine disodium salt	L-tyrosine (N)
Pseudomonas fluorescens FW300-N2C3	set5IT093	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Pseudomonas fluorescens FW300-N2C3	set6IT058	nitrogen source	Sodium nitrite	nitrite (N)
Pseudomonas fluorescens FW300-N2C3	set6IT054	nitrogen source	Thymine	Thymine (N)
Pseudomonas fluorescens FW300-N2C3	set6IT059	nitrogen source	Urea	Urea (N)
Pseudomonas fluorescens FW300-N2C3	set6IT052	nitrogen source	Uridine	Uridine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT092	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Pseudomonas fluorescens FW300-N2E2	set8IT026	nitrogen source	Ammonium chloride	Ammonium chloride (N)
Pseudomonas fluorescens FW300-N2E2	setAIT089	nitrogen source	Cytidine	Cytidine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT023	nitrogen source	Cytidine	Cytidine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT090	nitrogen source	Cytosine	Cytosine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT024	nitrogen source	Cytosine	Cytosine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT016	nitrogen source	D-Alanine	D-Alanine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT091	nitrogen source	Glucuronamide	Glucuronamide (N)
Pseudomonas fluorescens FW300-N2E2	set8IT025	nitrogen source	Glucuronamide	Glucuronamide (N)
Pseudomonas fluorescens FW300-N2E2	setAIT083	nitrogen source	Gly-Glu	Gly-Glu (N)
Pseudomonas fluorescens FW300-N2E2	set8IT017	nitrogen source	Gly-Glu	Gly-Glu (N)
Pseudomonas fluorescens FW300-N2E2	setAIT075	nitrogen source	Glycine	Glycine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT009	nitrogen source	Glycine	Glycine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT077	nitrogen source	L-Alanine	L-Alanine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT011	nitrogen source	L-Alanine	L-Alanine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT067	nitrogen source	L-Arginine	L-Arginine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT001	nitrogen source	L-Arginine	L-Arginine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT073	nitrogen source	L-Asparagine	L-Asparagine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT007	nitrogen source	L-Asparagine	L-Asparagine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT070	nitrogen source	L-Aspartic Acid	L-Aspartic Acid (N)
Pseudomonas fluorescens FW300-N2E2	set8IT004	nitrogen source	L-Aspartic Acid	L-Aspartic Acid (N)
Pseudomonas fluorescens FW300-N2E2	setAIT084	nitrogen source	L-Citrulline	L-Citrulline (N)
Pseudomonas fluorescens FW300-N2E2	set8IT018	nitrogen source	L-Citrulline	L-Citrulline (N)
Pseudomonas fluorescens FW300-N2E2	setAIT071	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Pseudomonas fluorescens FW300-N2E2	set8IT005	nitrogen source	L-Glutamic acid monopotassium salt monohydrate	L-Glutamic (N)
Pseudomonas fluorescens FW300-N2E2	setAIT074	nitrogen source	L-Glutamine	L-Glutamine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT008	nitrogen source	L-Glutamine	L-Glutamine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT068	nitrogen source	L-Histidine	L-Histidine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT002	nitrogen source	L-Histidine	L-Histidine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT078	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT012	nitrogen source	L-Isoleucine	L-Isoleucine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT069	nitrogen source	L-Lysine	L-Lysine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT003	nitrogen source	L-Lysine	L-Lysine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT079	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT013	nitrogen source	L-Phenylalanine	L-Phenylalanine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT076	nitrogen source	L-Proline	L-Proline (N)
Pseudomonas fluorescens FW300-N2E2	set8IT010	nitrogen source	L-Proline	L-Proline (N)
Pseudomonas fluorescens FW300-N2E2	setAIT072	nitrogen source	L-Serine	L-Serine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT006	nitrogen source	L-Serine	L-Serine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT087	nitrogen source	Parabanic Acid	Parabanic Acid (N)
Pseudomonas fluorescens FW300-N2E2	set8IT021	nitrogen source	Parabanic Acid	Parabanic Acid (N)
Pseudomonas fluorescens FW300-N2E2	setAIT086	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Pseudomonas fluorescens FW300-N2E2	set8IT020	nitrogen source	Putrescine Dihydrochloride	Putrescine (N)
Pseudomonas fluorescens FW300-N2E2	setAIT093	nitrogen source	Sodium nitrate	nitrate (N)
